Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_B10060_001,SE_B10060_002,SE_B10060_003,PCT_SE_B10060_002,PCT_SE_B10060_003
6037135111,14000US06037135111,Census Tract 1351.11,"Census Tract 1351.11, Los Angeles County, California",ca,140,0,ACSSF,4166,,,,,6,37,,,,135111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,452,206,68.69,31.31
6037135113,14000US06037135113,Census Tract 1351.13,"Census Tract 1351.13, Los Angeles County, California",ca,140,0,ACSSF,4167,,,,,6,37,,,,135113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,177,55,76.29,23.71
6037135114,14000US06037135114,Census Tract 1351.14,"Census Tract 1351.14, Los Angeles County, California",ca,140,0,ACSSF,4168,,,,,6,37,,,,135114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,290,49,85.55,14.45
6037135201,14000US06037135201,Census Tract 1352.01,"Census Tract 1352.01, Los Angeles County, California",ca,140,0,ACSSF,4169,,,,,6,37,,,,135201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,496,233,68.04,31.96
6037135202,14000US06037135202,Census Tract 1352.02,"Census Tract 1352.02, Los Angeles County, California",ca,140,0,ACSSF,4170,,,,,6,37,,,,135202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226,816,410,66.56,33.44
6037135203,14000US06037135203,Census Tract 1352.03,"Census Tract 1352.03, Los Angeles County, California",ca,140,0,ACSSF,4171,,,,,6,37,,,,135203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113,1601,512,75.77,24.23
6037137000,14000US06037137000,Census Tract 1370,"Census Tract 1370, Los Angeles County, California",ca,140,0,ACSSF,4172,,,,,6,37,,,,137000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,1129,306,78.68,21.32
6037137103,14000US06037137103,Census Tract 1371.03,"Census Tract 1371.03, Los Angeles County, California",ca,140,0,ACSSF,4173,,,,,6,37,,,,137103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,817,458,64.08,35.92
6037137104,14000US06037137104,Census Tract 1371.04,"Census Tract 1371.04, Los Angeles County, California",ca,140,0,ACSSF,4174,,,,,6,37,,,,137104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,615,184,76.97,23.03
6037137201,14000US06037137201,Census Tract 1372.01,"Census Tract 1372.01, Los Angeles County, California",ca,140,0,ACSSF,4175,,,,,6,37,,,,137201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,854,151,84.98,15.02
6037137301,14000US06037137301,Census Tract 1373.01,"Census Tract 1373.01, Los Angeles County, California",ca,140,0,ACSSF,4176,,,,,6,37,,,,137301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,492,181,73.11,26.89
6037137302,14000US06037137302,Census Tract 1373.02,"Census Tract 1373.02, Los Angeles County, California",ca,140,0,ACSSF,4177,,,,,6,37,,,,137302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,1188,222,84.26,15.74
6037137401,14000US06037137401,Census Tract 1374.01,"Census Tract 1374.01, Los Angeles County, California",ca,140,0,ACSSF,4178,,,,,6,37,,,,137401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176,985,191,83.76,16.24
6037137402,14000US06037137402,Census Tract 1374.02,"Census Tract 1374.02, Los Angeles County, California",ca,140,0,ACSSF,4179,,,,,6,37,,,,137402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1276,199,86.51,13.49
6037137501,14000US06037137501,Census Tract 1375.01,"Census Tract 1375.01, Los Angeles County, California",ca,140,0,ACSSF,4180,,,,,6,37,,,,137501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,625,96,86.69,13.31
6037137502,14000US06037137502,Census Tract 1375.02,"Census Tract 1375.02, Los Angeles County, California",ca,140,0,ACSSF,4181,,,,,6,37,,,,137502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153,873,280,75.72,24.28
6037137504,14000US06037137504,Census Tract 1375.04,"Census Tract 1375.04, Los Angeles County, California",ca,140,0,ACSSF,4182,,,,,6,37,,,,137504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,620,56,91.72,8.28
6037138000,14000US06037138000,Census Tract 1380,"Census Tract 1380, Los Angeles County, California",ca,140,0,ACSSF,4183,,,,,6,37,,,,138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476,1244,232,84.28,15.72
6037139001,14000US06037139001,Census Tract 1390.01,"Census Tract 1390.01, Los Angeles County, California",ca,140,0,ACSSF,4184,,,,,6,37,,,,139001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123,864,259,76.94,23.06
6037139200,14000US06037139200,Census Tract 1392,"Census Tract 1392, Los Angeles County, California",ca,140,0,ACSSF,4185,,,,,6,37,,,,139200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,830,410,66.94,33.06
6037139301,14000US06037139301,Census Tract 1393.01,"Census Tract 1393.01, Los Angeles County, California",ca,140,0,ACSSF,4186,,,,,6,37,,,,139301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388,912,476,65.71,34.29
6037139302,14000US06037139302,Census Tract 1393.02,"Census Tract 1393.02, Los Angeles County, California",ca,140,0,ACSSF,4187,,,,,6,37,,,,139302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,292,59,83.19,16.81
6037139303,14000US06037139303,Census Tract 1393.03,"Census Tract 1393.03, Los Angeles County, California",ca,140,0,ACSSF,4188,,,,,6,37,,,,139303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,522,147,78.03,21.97
6037139401,14000US06037139401,Census Tract 1394.01,"Census Tract 1394.01, Los Angeles County, California",ca,140,0,ACSSF,4189,,,,,6,37,,,,139401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,223,40,84.79,15.21
6037139402,14000US06037139402,Census Tract 1394.02,"Census Tract 1394.02, Los Angeles County, California",ca,140,0,ACSSF,4190,,,,,6,37,,,,139402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,704,58,92.39,7.61
6037139502,14000US06037139502,Census Tract 1395.02,"Census Tract 1395.02, Los Angeles County, California",ca,140,0,ACSSF,4191,,,,,6,37,,,,139502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,550,108,83.59,16.41
6037139503,14000US06037139503,Census Tract 1395.03,"Census Tract 1395.03, Los Angeles County, California",ca,140,0,ACSSF,4192,,,,,6,37,,,,139503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,858,64,93.06,6.94
6037139504,14000US06037139504,Census Tract 1395.04,"Census Tract 1395.04, Los Angeles County, California",ca,140,0,ACSSF,4193,,,,,6,37,,,,139504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,376,88,81.03,18.97
6037139600,14000US06037139600,Census Tract 1396,"Census Tract 1396, Los Angeles County, California",ca,140,0,ACSSF,4194,,,,,6,37,,,,139600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228,1038,190,84.53,15.47
6037139701,14000US06037139701,Census Tract 1397.01,"Census Tract 1397.01, Los Angeles County, California",ca,140,0,ACSSF,4195,,,,,6,37,,,,139701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484,1236,248,83.29,16.71
6037139702,14000US06037139702,Census Tract 1397.02,"Census Tract 1397.02, Los Angeles County, California",ca,140,0,ACSSF,4196,,,,,6,37,,,,139702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044,1907,137,93.3,6.7
6037139703,14000US06037139703,Census Tract 1397.03,"Census Tract 1397.03, Los Angeles County, California",ca,140,0,ACSSF,4197,,,,,6,37,,,,139703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,695,98,87.64,12.36
6037139801,14000US06037139801,Census Tract 1398.01,"Census Tract 1398.01, Los Angeles County, California",ca,140,0,ACSSF,4198,,,,,6,37,,,,139801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,1057,134,88.75,11.25
6037139802,14000US06037139802,Census Tract 1398.02,"Census Tract 1398.02, Los Angeles County, California",ca,140,0,ACSSF,4199,,,,,6,37,,,,139802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248,1043,205,83.57,16.43
6037141101,14000US06037141101,Census Tract 1411.01,"Census Tract 1411.01, Los Angeles County, California",ca,140,0,ACSSF,4200,,,,,6,37,,,,141101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,516,105,83.09,16.91
6037141102,14000US06037141102,Census Tract 1411.02,"Census Tract 1411.02, Los Angeles County, California",ca,140,0,ACSSF,4201,,,,,6,37,,,,141102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,442,104,80.95,19.05
6037141201,14000US06037141201,Census Tract 1412.01,"Census Tract 1412.01, Los Angeles County, California",ca,140,0,ACSSF,4202,,,,,6,37,,,,141201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,133,85,61.01,38.99
6037141202,14000US06037141202,Census Tract 1412.02,"Census Tract 1412.02, Los Angeles County, California",ca,140,0,ACSSF,4203,,,,,6,37,,,,141202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,481,65,88.1,11.9
6037141302,14000US06037141302,Census Tract 1413.02,"Census Tract 1413.02, Los Angeles County, California",ca,140,0,ACSSF,4204,,,,,6,37,,,,141302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,618,178,77.64,22.36
6037141303,14000US06037141303,Census Tract 1413.03,"Census Tract 1413.03, Los Angeles County, California",ca,140,0,ACSSF,4205,,,,,6,37,,,,141303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,346,72,82.78,17.22
6037141304,14000US06037141304,Census Tract 1413.04,"Census Tract 1413.04, Los Angeles County, California",ca,140,0,ACSSF,4206,,,,,6,37,,,,141304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,544,79,87.32,12.68
6037141400,14000US06037141400,Census Tract 1414,"Census Tract 1414, Los Angeles County, California",ca,140,0,ACSSF,4207,,,,,6,37,,,,141400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,859,84,91.09,8.91
6037141500,14000US06037141500,Census Tract 1415,"Census Tract 1415, Los Angeles County, California",ca,140,0,ACSSF,4208,,,,,6,37,,,,141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,890,164,84.44,15.56
6037141600,14000US06037141600,Census Tract 1416,"Census Tract 1416, Los Angeles County, California",ca,140,0,ACSSF,4209,,,,,6,37,,,,141600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441,1312,129,91.05,8.95
6037141700,14000US06037141700,Census Tract 1417,"Census Tract 1417, Los Angeles County, California",ca,140,0,ACSSF,4210,,,,,6,37,,,,141700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,1009,122,89.21,10.79
6037143100,14000US06037143100,Census Tract 1431,"Census Tract 1431, Los Angeles County, California",ca,140,0,ACSSF,4211,,,,,6,37,,,,143100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,726,121,85.71,14.29
6037143200,14000US06037143200,Census Tract 1432,"Census Tract 1432, Los Angeles County, California",ca,140,0,ACSSF,4212,,,,,6,37,,,,143200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,480,118,80.27,19.73
6037143300,14000US06037143300,Census Tract 1433,"Census Tract 1433, Los Angeles County, California",ca,140,0,ACSSF,4213,,,,,6,37,,,,143300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259,940,319,74.66,25.34
6037143400,14000US06037143400,Census Tract 1434,"Census Tract 1434, Los Angeles County, California",ca,140,0,ACSSF,4214,,,,,6,37,,,,143400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,1043,336,75.63,24.37
6037143500,14000US06037143500,Census Tract 1435,"Census Tract 1435, Los Angeles County, California",ca,140,0,ACSSF,4215,,,,,6,37,,,,143500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,785,158,83.24,16.76
6037143602,14000US06037143602,Census Tract 1436.02,"Census Tract 1436.02, Los Angeles County, California",ca,140,0,ACSSF,4216,,,,,6,37,,,,143602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,929,171,84.45,15.55
6037143603,14000US06037143603,Census Tract 1436.03,"Census Tract 1436.03, Los Angeles County, California",ca,140,0,ACSSF,4217,,,,,6,37,,,,143603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,317,49,86.61,13.39
6037143604,14000US06037143604,Census Tract 1436.04,"Census Tract 1436.04, Los Angeles County, California",ca,140,0,ACSSF,4218,,,,,6,37,,,,143604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,59,34,63.44,36.56
6037143700,14000US06037143700,Census Tract 1437,"Census Tract 1437, Los Angeles County, California",ca,140,0,ACSSF,4219,,,,,6,37,,,,143700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439,1199,240,83.32,16.68
6037143800,14000US06037143800,Census Tract 1438,"Census Tract 1438, Los Angeles County, California",ca,140,0,ACSSF,4220,,,,,6,37,,,,143800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328,1171,157,88.18,11.82
6037143901,14000US06037143901,Census Tract 1439.01,"Census Tract 1439.01, Los Angeles County, California",ca,140,0,ACSSF,4221,,,,,6,37,,,,143901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412,1220,192,86.4,13.6
6037143902,14000US06037143902,Census Tract 1439.02,"Census Tract 1439.02, Los Angeles County, California",ca,140,0,ACSSF,4222,,,,,6,37,,,,143902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,612,116,84.07,15.93
6037181000,14000US06037181000,Census Tract 1810,"Census Tract 1810, Los Angeles County, California",ca,140,0,ACSSF,4223,,,,,6,37,,,,181000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,826,859,49.02,50.98
6037181300,14000US06037181300,Census Tract 1813,"Census Tract 1813, Los Angeles County, California",ca,140,0,ACSSF,4224,,,,,6,37,,,,181300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,389,544,41.69,58.31
6037181400,14000US06037181400,Census Tract 1814,"Census Tract 1814, Los Angeles County, California",ca,140,0,ACSSF,4225,,,,,6,37,,,,181400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,204,258,44.16,55.84
6037181500,14000US06037181500,Census Tract 1815,"Census Tract 1815, Los Angeles County, California",ca,140,0,ACSSF,4226,,,,,6,37,,,,181500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,413,638,39.3,60.7
6037181600,14000US06037181600,Census Tract 1816,"Census Tract 1816, Los Angeles County, California",ca,140,0,ACSSF,4227,,,,,6,37,,,,181600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,191,268,41.61,58.39
6037183101,14000US06037183101,Census Tract 1831.01,"Census Tract 1831.01, Los Angeles County, California",ca,140,0,ACSSF,4228,,,,,6,37,,,,183101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,254,432,37.03,62.97
6037183103,14000US06037183103,Census Tract 1831.03,"Census Tract 1831.03, Los Angeles County, California",ca,140,0,ACSSF,4229,,,,,6,37,,,,183103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,59,208,22.1,77.9
6037183104,14000US06037183104,Census Tract 1831.04,"Census Tract 1831.04, Los Angeles County, California",ca,140,0,ACSSF,4230,,,,,6,37,,,,183104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,200,314,38.91,61.09
6037183220,14000US06037183220,Census Tract 1832.20,"Census Tract 1832.20, Los Angeles County, California",ca,140,0,ACSSF,4231,,,,,6,37,,,,183220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,127,387,24.71,75.29
6037183221,14000US06037183221,Census Tract 1832.21,"Census Tract 1832.21, Los Angeles County, California",ca,140,0,ACSSF,4232,,,,,6,37,,,,183221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,205,254,44.66,55.34
6037183222,14000US06037183222,Census Tract 1832.22,"Census Tract 1832.22, Los Angeles County, California",ca,140,0,ACSSF,4233,,,,,6,37,,,,183222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,385,411,48.37,51.63
6037183300,14000US06037183300,Census Tract 1833,"Census Tract 1833, Los Angeles County, California",ca,140,0,ACSSF,4234,,,,,6,37,,,,183300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,134,384,25.87,74.13
6037183401,14000US06037183401,Census Tract 1834.01,"Census Tract 1834.01, Los Angeles County, California",ca,140,0,ACSSF,4235,,,,,6,37,,,,183401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,138,320,30.13,69.87
6037183402,14000US06037183402,Census Tract 1834.02,"Census Tract 1834.02, Los Angeles County, California",ca,140,0,ACSSF,4236,,,,,6,37,,,,183402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,89,206,30.17,69.83
6037183510,14000US06037183510,Census Tract 1835.10,"Census Tract 1835.10, Los Angeles County, California",ca,140,0,ACSSF,4237,,,,,6,37,,,,183510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,136,404,25.19,74.81
6037183520,14000US06037183520,Census Tract 1835.20,"Census Tract 1835.20, Los Angeles County, California",ca,140,0,ACSSF,4238,,,,,6,37,,,,183520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,84,202,29.37,70.63
6037183610,14000US06037183610,Census Tract 1836.10,"Census Tract 1836.10, Los Angeles County, California",ca,140,0,ACSSF,4239,,,,,6,37,,,,183610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,53,276,16.11,83.89
6037183620,14000US06037183620,Census Tract 1836.20,"Census Tract 1836.20, Los Angeles County, California",ca,140,0,ACSSF,4240,,,,,6,37,,,,183620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,157,265,37.2,62.8
6037183701,14000US06037183701,Census Tract 1837.01,"Census Tract 1837.01, Los Angeles County, California",ca,140,0,ACSSF,4241,,,,,6,37,,,,183701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,132,290,31.28,68.72
6037183702,14000US06037183702,Census Tract 1837.02,"Census Tract 1837.02, Los Angeles County, California",ca,140,0,ACSSF,4242,,,,,6,37,,,,183702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,174,352,33.08,66.92
6037183810,14000US06037183810,Census Tract 1838.10,"Census Tract 1838.10, Los Angeles County, California",ca,140,0,ACSSF,4243,,,,,6,37,,,,183810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,54,103,34.39,65.61
6037183820,14000US06037183820,Census Tract 1838.20,"Census Tract 1838.20, Los Angeles County, California",ca,140,0,ACSSF,4244,,,,,6,37,,,,183820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,78,167,31.84,68.16
6037185100,14000US06037185100,Census Tract 1851,"Census Tract 1851, Los Angeles County, California",ca,140,0,ACSSF,4245,,,,,6,37,,,,185100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,723,552,56.71,43.29
6037185202,14000US06037185202,Census Tract 1852.02,"Census Tract 1852.02, Los Angeles County, California",ca,140,0,ACSSF,4246,,,,,6,37,,,,185202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,289,379,43.26,56.74
6037185203,14000US06037185203,Census Tract 1852.03,"Census Tract 1852.03, Los Angeles County, California",ca,140,0,ACSSF,4247,,,,,6,37,,,,185203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,91,312,22.58,77.42
6037185204,14000US06037185204,Census Tract 1852.04,"Census Tract 1852.04, Los Angeles County, California",ca,140,0,ACSSF,4248,,,,,6,37,,,,185204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,214,329,39.41,60.59
6037185310,14000US06037185310,Census Tract 1853.10,"Census Tract 1853.10, Los Angeles County, California",ca,140,0,ACSSF,4249,,,,,6,37,,,,185310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,0,301,0,100
6037185320,14000US06037185320,Census Tract 1853.20,"Census Tract 1853.20, Los Angeles County, California",ca,140,0,ACSSF,4250,,,,,6,37,,,,185320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,59,212,21.77,78.23
6037186100,14000US06037186100,Census Tract 1861,"Census Tract 1861, Los Angeles County, California",ca,140,0,ACSSF,4251,,,,,6,37,,,,186100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,644,590,52.19,47.81
6037186201,14000US06037186201,Census Tract 1862.01,"Census Tract 1862.01, Los Angeles County, California",ca,140,0,ACSSF,4252,,,,,6,37,,,,186201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,90,194,31.69,68.31
6037186202,14000US06037186202,Census Tract 1862.02,"Census Tract 1862.02, Los Angeles County, California",ca,140,0,ACSSF,4253,,,,,6,37,,,,186202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,171,193,46.98,53.02
6037186203,14000US06037186203,Census Tract 1862.03,"Census Tract 1862.03, Los Angeles County, California",ca,140,0,ACSSF,4254,,,,,6,37,,,,186203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,405,470,46.29,53.71
6037186301,14000US06037186301,Census Tract 1863.01,"Census Tract 1863.01, Los Angeles County, California",ca,140,0,ACSSF,4255,,,,,6,37,,,,186301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,71,166,29.96,70.04
6037186302,14000US06037186302,Census Tract 1863.02,"Census Tract 1863.02, Los Angeles County, California",ca,140,0,ACSSF,4256,,,,,6,37,,,,186302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044,461,583,44.16,55.84
6037186401,14000US06037186401,Census Tract 1864.01,"Census Tract 1864.01, Los Angeles County, California",ca,140,0,ACSSF,4257,,,,,6,37,,,,186401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,11,91,10.78,89.22
6037186403,14000US06037186403,Census Tract 1864.03,"Census Tract 1864.03, Los Angeles County, California",ca,140,0,ACSSF,4258,,,,,6,37,,,,186403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,69,312,18.11,81.89
6037186404,14000US06037186404,Census Tract 1864.04,"Census Tract 1864.04, Los Angeles County, California",ca,140,0,ACSSF,4259,,,,,6,37,,,,186404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,25,220,10.2,89.8
6037187101,14000US06037187101,Census Tract 1871.01,"Census Tract 1871.01, Los Angeles County, California",ca,140,0,ACSSF,4260,,,,,6,37,,,,187101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,297,335,46.99,53.01
6037187102,14000US06037187102,Census Tract 1871.02,"Census Tract 1871.02, Los Angeles County, California",ca,140,0,ACSSF,4261,,,,,6,37,,,,187102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,148,316,31.9,68.1
6037187200,14000US06037187200,Census Tract 1872,"Census Tract 1872, Los Angeles County, California",ca,140,0,ACSSF,4262,,,,,6,37,,,,187200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,55,268,17.03,82.97
6037187300,14000US06037187300,Census Tract 1873,"Census Tract 1873, Los Angeles County, California",ca,140,0,ACSSF,4263,,,,,6,37,,,,187300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,450,220,67.16,32.84
6037188100,14000US06037188100,Census Tract 1881,"Census Tract 1881, Los Angeles County, California",ca,140,0,ACSSF,4264,,,,,6,37,,,,188100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,158,343,31.54,68.46
6037188201,14000US06037188201,Census Tract 1882.01,"Census Tract 1882.01, Los Angeles County, California",ca,140,0,ACSSF,4265,,,,,6,37,,,,188201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,192,78,71.11,28.89
6037188202,14000US06037188202,Census Tract 1882.02,"Census Tract 1882.02, Los Angeles County, California",ca,140,0,ACSSF,4266,,,,,6,37,,,,188202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,452,119,79.16,20.84
6037188300,14000US06037188300,Census Tract 1883,"Census Tract 1883, Los Angeles County, California",ca,140,0,ACSSF,4267,,,,,6,37,,,,188300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,213,439,32.67,67.33
6037189101,14000US06037189101,Census Tract 1891.01,"Census Tract 1891.01, Los Angeles County, California",ca,140,0,ACSSF,4268,,,,,6,37,,,,189101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,132,87,60.27,39.73
6037189102,14000US06037189102,Census Tract 1891.02,"Census Tract 1891.02, Los Angeles County, California",ca,140,0,ACSSF,4269,,,,,6,37,,,,189102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,384,65,85.52,14.48
6037189201,14000US06037189201,Census Tract 1892.01,"Census Tract 1892.01, Los Angeles County, California",ca,140,0,ACSSF,4270,,,,,6,37,,,,189201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,79,40,66.39,33.61
6037189202,14000US06037189202,Census Tract 1892.02,"Census Tract 1892.02, Los Angeles County, California",ca,140,0,ACSSF,4271,,,,,6,37,,,,189202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,477,75,86.41,13.59
6037189300,14000US06037189300,Census Tract 1893,"Census Tract 1893, Los Angeles County, California",ca,140,0,ACSSF,4272,,,,,6,37,,,,189300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108,837,271,75.54,24.46
