Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
6037208302,14000US06037208302,Census Tract 2083.02,"Census Tract 2083.02, Los Angeles County, California",ca,140,0,ACSSF,4419,,,,,6,37,,,,208302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526,136,241,126,105,62,126,85,118,7,111,101,151,114,17,16,10,8.91,15.79,8.26,6.88,4.06,8.26,5.57,7.73,0.46,7.27,6.62,9.9,7.47,1.11,1.05,0.66
6037208401,14000US06037208401,Census Tract 2084.01,"Census Tract 2084.01, Los Angeles County, California",ca,140,0,ACSSF,4420,,,,,6,37,,,,208401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465,96,208,216,126,129,86,103,22,66,160,44,72,92,31,0,14,6.55,14.2,14.74,8.6,8.81,5.87,7.03,1.5,4.51,10.92,3,4.91,6.28,2.12,0,0.96
6037208402,14000US06037208402,Census Tract 2084.02,"Census Tract 2084.02, Los Angeles County, California",ca,140,0,ACSSF,4421,,,,,6,37,,,,208402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,39,47,58,77,45,36,76,76,72,41,59,97,29,11,12,41,4.78,5.76,7.11,9.44,5.51,4.41,9.31,9.31,8.82,5.02,7.23,11.89,3.55,1.35,1.47,5.02
6037208501,14000US06037208501,Census Tract 2085.01,"Census Tract 2085.01, Los Angeles County, California",ca,140,0,ACSSF,4422,,,,,6,37,,,,208501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,21,60,54,25,54,46,39,39,5,86,111,137,79,21,23,25,2.55,7.27,6.55,3.03,6.55,5.58,4.73,4.73,0.61,10.42,13.45,16.61,9.58,2.55,2.79,3.03
6037208502,14000US06037208502,Census Tract 2085.02,"Census Tract 2085.02, Los Angeles County, California",ca,140,0,ACSSF,4423,,,,,6,37,,,,208502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272,77,137,101,106,77,89,114,77,44,127,116,129,42,0,17,19,6.05,10.77,7.94,8.33,6.05,7,8.96,6.05,3.46,9.98,9.12,10.14,3.3,0,1.34,1.49
6037208610,14000US06037208610,Census Tract 2086.10,"Census Tract 2086.10, Los Angeles County, California",ca,140,0,ACSSF,4424,,,,,6,37,,,,208610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,147,97,68,69,61,111,80,101,42,140,176,216,80,40,24,39,9.86,6.51,4.56,4.63,4.09,7.44,5.37,6.77,2.82,9.39,11.8,14.49,5.37,2.68,1.61,2.62
6037208620,14000US06037208620,Census Tract 2086.20,"Census Tract 2086.20, Los Angeles County, California",ca,140,0,ACSSF,4425,,,,,6,37,,,,208620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666,180,130,96,96,116,132,87,57,90,94,154,190,117,36,76,15,10.8,7.8,5.76,5.76,6.96,7.92,5.22,3.42,5.4,5.64,9.24,11.4,7.02,2.16,4.56,0.9
6037208710,14000US06037208710,Census Tract 2087.10,"Census Tract 2087.10, Los Angeles County, California",ca,140,0,ACSSF,4426,,,,,6,37,,,,208710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,101,76,107,93,104,51,83,53,96,246,251,393,150,137,27,36,5.04,3.79,5.34,4.64,5.19,2.54,4.14,2.64,4.79,12.28,12.52,19.61,7.49,6.84,1.35,1.8
6037208720,14000US06037208720,Census Tract 2087.20,"Census Tract 2087.20, Los Angeles County, California",ca,140,0,ACSSF,4427,,,,,6,37,,,,208720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573,216,176,188,155,108,172,69,60,12,106,106,101,66,9,22,7,13.73,11.19,11.95,9.85,6.87,10.93,4.39,3.81,0.76,6.74,6.74,6.42,4.2,0.57,1.4,0.45
6037208801,14000US06037208801,Census Tract 2088.01,"Census Tract 2088.01, Los Angeles County, California",ca,140,0,ACSSF,4428,,,,,6,37,,,,208801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241,107,160,180,60,54,114,128,10,80,134,83,80,43,8,0,0,8.62,12.89,14.5,4.83,4.35,9.19,10.31,0.81,6.45,10.8,6.69,6.45,3.46,0.64,0,0
6037208802,14000US06037208802,Census Tract 2088.02,"Census Tract 2088.02, Los Angeles County, California",ca,140,0,ACSSF,4429,,,,,6,37,,,,208802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466,121,219,133,70,126,103,50,83,94,105,149,143,23,29,0,18,8.25,14.94,9.07,4.77,8.59,7.03,3.41,5.66,6.41,7.16,10.16,9.75,1.57,1.98,0,1.23
6037208902,14000US06037208902,Census Tract 2089.02,"Census Tract 2089.02, Los Angeles County, California",ca,140,0,ACSSF,4430,,,,,6,37,,,,208902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,9,48,68,101,51,77,41,61,55,60,49,4,36,9,26,9,1.28,6.82,9.66,14.35,7.24,10.94,5.82,8.66,7.81,8.52,6.96,0.57,5.11,1.28,3.69,1.28
6037208903,14000US06037208903,Census Tract 2089.03,"Census Tract 2089.03, Los Angeles County, California",ca,140,0,ACSSF,4431,,,,,6,37,,,,208903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,121,130,141,116,88,55,64,51,78,29,106,109,16,29,10,0,10.59,11.37,12.34,10.15,7.7,4.81,5.6,4.46,6.82,2.54,9.27,9.54,1.4,2.54,0.87,0
6037208904,14000US06037208904,Census Tract 2089.04,"Census Tract 2089.04, Los Angeles County, California",ca,140,0,ACSSF,4432,,,,,6,37,,,,208904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277,88,272,148,107,56,74,106,72,33,88,108,105,8,5,7,0,6.89,21.3,11.59,8.38,4.39,5.79,8.3,5.64,2.58,6.89,8.46,8.22,0.63,0.39,0.55,0
6037209102,14000US06037209102,Census Tract 2091.02,"Census Tract 2091.02, Los Angeles County, California",ca,140,0,ACSSF,4433,,,,,6,37,,,,209102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082,391,340,141,111,163,193,129,106,82,22,59,187,45,31,33,49,18.78,16.33,6.77,5.33,7.83,9.27,6.2,5.09,3.94,1.06,2.83,8.98,2.16,1.49,1.59,2.35
6037209103,14000US06037209103,Census Tract 2091.03,"Census Tract 2091.03, Los Angeles County, California",ca,140,0,ACSSF,4434,,,,,6,37,,,,209103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,181,81,96,147,112,98,83,58,48,59,35,38,22,0,7,0,17,7.61,9.01,13.8,10.52,9.2,7.79,5.45,4.51,5.54,3.29,3.57,2.07,0,0.66,0
6037209104,14000US06037209104,Census Tract 2091.04,"Census Tract 2091.04, Los Angeles County, California",ca,140,0,ACSSF,4435,,,,,6,37,,,,209104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,26,227,126,116,55,68,55,51,60,18,67,59,10,19,9,0,2.69,23.5,13.04,12.01,5.69,7.04,5.69,5.28,6.21,1.86,6.94,6.11,1.04,1.97,0.93,0
6037209200,14000US06037209200,Census Tract 2092,"Census Tract 2092, Los Angeles County, California",ca,140,0,ACSSF,4436,,,,,6,37,,,,209200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051,223,97,93,140,81,122,107,143,35,110,187,199,134,161,133,86,10.87,4.73,4.53,6.83,3.95,5.95,5.22,6.97,1.71,5.36,9.12,9.7,6.53,7.85,6.48,4.19
6037209300,14000US06037209300,Census Tract 2093,"Census Tract 2093, Los Angeles County, California",ca,140,0,ACSSF,4437,,,,,6,37,,,,209300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,228,218,248,205,107,156,21,138,61,122,103,202,46,45,39,0,11.76,11.24,12.79,10.57,5.52,8.05,1.08,7.12,3.15,6.29,5.31,10.42,2.37,2.32,2.01,0
6037209401,14000US06037209401,Census Tract 2094.01,"Census Tract 2094.01, Los Angeles County, California",ca,140,0,ACSSF,4438,,,,,6,37,,,,209401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531,203,249,184,134,71,152,81,86,80,136,55,62,24,14,0,0,13.26,16.26,12.02,8.75,4.64,9.93,5.29,5.62,5.23,8.88,3.59,4.05,1.57,0.91,0,0
6037209402,14000US06037209402,Census Tract 2094.02,"Census Tract 2094.02, Los Angeles County, California",ca,140,0,ACSSF,4439,,,,,6,37,,,,209402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196,127,185,92,117,38,134,79,75,85,79,84,76,18,7,0,0,10.62,15.47,7.69,9.78,3.18,11.2,6.61,6.27,7.11,6.61,7.02,6.35,1.51,0.59,0,0
6037209403,14000US06037209403,Census Tract 2094.03,"Census Tract 2094.03, Los Angeles County, California",ca,140,0,ACSSF,4440,,,,,6,37,,,,209403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357,129,346,162,108,64,87,142,33,35,52,44,62,44,24,16,9,9.51,25.5,11.94,7.96,4.72,6.41,10.46,2.43,2.58,3.83,3.24,4.57,3.24,1.77,1.18,0.66
6037209510,14000US06037209510,Census Tract 2095.10,"Census Tract 2095.10, Los Angeles County, California",ca,140,0,ACSSF,4441,,,,,6,37,,,,209510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,124,130,106,76,98,64,88,34,14,90,64,64,51,15,3,0,12.14,12.73,10.38,7.44,9.6,6.27,8.62,3.33,1.37,8.81,6.27,6.27,5,1.47,0.29,0
6037209520,14000US06037209520,Census Tract 2095.20,"Census Tract 2095.20, Los Angeles County, California",ca,140,0,ACSSF,4442,,,,,6,37,,,,209520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951,60,90,128,47,135,127,87,55,63,54,39,33,0,9,9,15,6.31,9.46,13.46,4.94,14.2,13.35,9.15,5.78,6.62,5.68,4.1,3.47,0,0.95,0.95,1.58
6037209810,14000US06037209810,Census Tract 2098.10,"Census Tract 2098.10, Los Angeles County, California",ca,140,0,ACSSF,4443,,,,,6,37,,,,209810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,48,52,150,55,87,85,60,25,18,19,67,35,15,3,6,4,6.58,7.13,20.58,7.54,11.93,11.66,8.23,3.43,2.47,2.61,9.19,4.8,2.06,0.41,0.82,0.55
6037209820,14000US06037209820,Census Tract 2098.20,"Census Tract 2098.20, Los Angeles County, California",ca,140,0,ACSSF,4444,,,,,6,37,,,,209820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,45,90,156,95,71,54,67,57,18,36,25,57,20,24,11,5,5.42,10.83,18.77,11.43,8.54,6.5,8.06,6.86,2.17,4.33,3.01,6.86,2.41,2.89,1.32,0.6
6037210010,14000US06037210010,Census Tract 2100.10,"Census Tract 2100.10, Los Angeles County, California",ca,140,0,ACSSF,4445,,,,,6,37,,,,210010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,169,171,124,62,106,115,98,65,88,43,79,55,30,38,0,0,13.6,13.76,9.98,4.99,8.53,9.25,7.88,5.23,7.08,3.46,6.36,4.42,2.41,3.06,0,0
6037211000,14000US06037211000,Census Tract 2110,"Census Tract 2110, Los Angeles County, California",ca,140,0,ACSSF,4446,,,,,6,37,,,,211000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872,72,48,13,14,14,39,55,0,8,52,172,159,180,250,198,598,3.85,2.56,0.69,0.75,0.75,2.08,2.94,0,0.43,2.78,9.19,8.49,9.62,13.35,10.58,31.94
6037211120,14000US06037211120,Census Tract 2111.20,"Census Tract 2111.20, Los Angeles County, California",ca,140,0,ACSSF,4447,,,,,6,37,,,,211120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461,229,187,52,161,145,207,148,69,97,351,253,286,133,46,97,0,9.31,7.6,2.11,6.54,5.89,8.41,6.01,2.8,3.94,14.26,10.28,11.62,5.4,1.87,3.94,0
6037211121,14000US06037211121,Census Tract 2111.21,"Census Tract 2111.21, Los Angeles County, California",ca,140,0,ACSSF,4448,,,,,6,37,,,,211121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,49,27,27,39,29,47,54,64,61,31,106,136,49,56,28,17,5.98,3.29,3.29,4.76,3.54,5.73,6.59,7.8,7.44,3.78,12.93,16.59,5.98,6.83,3.41,2.07
6037211122,14000US06037211122,Census Tract 2111.22,"Census Tract 2111.22, Los Angeles County, California",ca,140,0,ACSSF,4449,,,,,6,37,,,,211122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,87,66,91,79,33,58,69,62,119,150,151,54,136,21,24,34,7.05,5.35,7.37,6.4,2.67,4.7,5.59,5.02,9.64,12.16,12.24,4.38,11.02,1.7,1.94,2.76
6037211201,14000US06037211201,Census Tract 2112.01,"Census Tract 2112.01, Los Angeles County, California",ca,140,0,ACSSF,4450,,,,,6,37,,,,211201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,32,49,33,91,95,34,36,103,13,120,92,65,37,48,9,5,3.71,5.68,3.83,10.56,11.02,3.94,4.18,11.95,1.51,13.92,10.67,7.54,4.29,5.57,1.04,0.58
6037211202,14000US06037211202,Census Tract 2112.02,"Census Tract 2112.02, Los Angeles County, California",ca,140,0,ACSSF,4451,,,,,6,37,,,,211202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895,31,40,68,57,112,65,68,50,113,44,109,71,27,4,31,5,3.46,4.47,7.6,6.37,12.51,7.26,7.6,5.59,12.63,4.92,12.18,7.93,3.02,0.45,3.46,0.56
6037211310,14000US06037211310,Census Tract 2113.10,"Census Tract 2113.10, Los Angeles County, California",ca,140,0,ACSSF,4452,,,,,6,37,,,,211310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189,72,86,71,79,86,70,108,125,62,126,130,116,24,28,6,0,6.06,7.23,5.97,6.64,7.23,5.89,9.08,10.51,5.21,10.6,10.93,9.76,2.02,2.35,0.5,0
6037211320,14000US06037211320,Census Tract 2113.20,"Census Tract 2113.20, Los Angeles County, California",ca,140,0,ACSSF,4453,,,,,6,37,,,,211320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224,141,209,117,116,21,78,47,99,64,85,80,59,47,44,0,17,11.52,17.08,9.56,9.48,1.72,6.37,3.84,8.09,5.23,6.94,6.54,4.82,3.84,3.59,0,1.39
6037211410,14000US06037211410,Census Tract 2114.10,"Census Tract 2114.10, Los Angeles County, California",ca,140,0,ACSSF,4454,,,,,6,37,,,,211410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,131,42,54,92,133,43,86,39,26,141,104,95,60,39,35,30,11.39,3.65,4.7,8,11.57,3.74,7.48,3.39,2.26,12.26,9.04,8.26,5.22,3.39,3.04,2.61
6037211420,14000US06037211420,Census Tract 2114.20,"Census Tract 2114.20, Los Angeles County, California",ca,140,0,ACSSF,4455,,,,,6,37,,,,211420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,33,113,71,92,136,73,104,60,82,132,100,121,54,25,69,55,2.5,8.56,5.38,6.97,10.3,5.53,7.88,4.55,6.21,10,7.58,9.17,4.09,1.89,5.23,4.17
6037211500,14000US06037211500,Census Tract 2115,"Census Tract 2115, Los Angeles County, California",ca,140,0,ACSSF,4456,,,,,6,37,,,,211500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637,62,78,65,96,101,31,90,72,106,129,164,125,86,69,61,302,3.79,4.76,3.97,5.86,6.17,1.89,5.5,4.4,6.48,7.88,10.02,7.64,5.25,4.22,3.73,18.45
6037211701,14000US06037211701,Census Tract 2117.01,"Census Tract 2117.01, Los Angeles County, California",ca,140,0,ACSSF,4457,,,,,6,37,,,,211701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108,65,75,52,26,45,28,26,8,26,181,121,113,56,55,54,177,5.87,6.77,4.69,2.35,4.06,2.53,2.35,0.72,2.35,16.34,10.92,10.2,5.05,4.96,4.87,15.97
6037211703,14000US06037211703,Census Tract 2117.03,"Census Tract 2117.03, Los Angeles County, California",ca,140,0,ACSSF,4458,,,,,6,37,,,,211703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052,153,169,100,85,159,85,55,49,129,303,270,277,73,110,20,15,7.46,8.24,4.87,4.14,7.75,4.14,2.68,2.39,6.29,14.77,13.16,13.5,3.56,5.36,0.97,0.73
6037211704,14000US06037211704,Census Tract 2117.04,"Census Tract 2117.04, Los Angeles County, California",ca,140,0,ACSSF,4459,,,,,6,37,,,,211704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576,137,188,108,104,79,119,87,35,91,140,177,66,114,63,31,37,8.69,11.93,6.85,6.6,5.01,7.55,5.52,2.22,5.77,8.88,11.23,4.19,7.23,4,1.97,2.35
6037211802,14000US06037211802,Census Tract 2118.02,"Census Tract 2118.02, Los Angeles County, California",ca,140,0,ACSSF,4460,,,,,6,37,,,,211802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113,185,101,85,299,175,55,130,142,158,74,202,256,133,24,30,64,8.76,4.78,4.02,14.15,8.28,2.6,6.15,6.72,7.48,3.5,9.56,12.12,6.29,1.14,1.42,3.03
6037211803,14000US06037211803,Census Tract 2118.03,"Census Tract 2118.03, Los Angeles County, California",ca,140,0,ACSSF,4461,,,,,6,37,,,,211803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474,89,45,111,40,39,171,93,80,66,151,235,113,153,29,31,28,6.04,3.05,7.53,2.71,2.65,11.6,6.31,5.43,4.48,10.24,15.94,7.67,10.38,1.97,2.1,1.9
6037211804,14000US06037211804,Census Tract 2118.04,"Census Tract 2118.04, Los Angeles County, California",ca,140,0,ACSSF,4462,,,,,6,37,,,,211804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292,70,67,9,163,92,154,108,62,64,154,76,128,40,37,55,13,5.42,5.19,0.7,12.62,7.12,11.92,8.36,4.8,4.95,11.92,5.88,9.91,3.1,2.86,4.26,1.01
6037211910,14000US06037211910,Census Tract 2119.10,"Census Tract 2119.10, Los Angeles County, California",ca,140,0,ACSSF,4463,,,,,6,37,,,,211910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699,109,74,66,75,136,125,90,170,112,137,257,222,84,22,20,0,6.42,4.36,3.88,4.41,8,7.36,5.3,10.01,6.59,8.06,15.13,13.07,4.94,1.29,1.18,0
6037211921,14000US06037211921,Census Tract 2119.21,"Census Tract 2119.21, Los Angeles County, California",ca,140,0,ACSSF,4464,,,,,6,37,,,,211921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,79,70,114,71,44,175,65,75,28,68,115,120,14,0,3,0,7.59,6.72,10.95,6.82,4.23,16.81,6.24,7.2,2.69,6.53,11.05,11.53,1.34,0,0.29,0
6037211922,14000US06037211922,Census Tract 2119.22,"Census Tract 2119.22, Los Angeles County, California",ca,140,0,ACSSF,4465,,,,,6,37,,,,211922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,74,54,41,70,84,106,97,120,45,187,124,153,85,18,43,17,5.61,4.1,3.11,5.31,6.37,8.04,7.36,9.1,3.41,14.19,9.41,11.61,6.45,1.37,3.26,1.29
6037212101,14000US06037212101,Census Tract 2121.01,"Census Tract 2121.01, Los Angeles County, California",ca,140,0,ACSSF,4466,,,,,6,37,,,,212101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426,139,26,56,71,69,65,49,110,94,72,235,183,170,0,39,48,9.75,1.82,3.93,4.98,4.84,4.56,3.44,7.71,6.59,5.05,16.48,12.83,11.92,0,2.73,3.37
6037212102,14000US06037212102,Census Tract 2121.02,"Census Tract 2121.02, Los Angeles County, California",ca,140,0,ACSSF,4467,,,,,6,37,,,,212102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,56,208,203,99,53,93,62,24,36,70,101,61,36,9,45,4,4.83,17.93,17.5,8.53,4.57,8.02,5.34,2.07,3.1,6.03,8.71,5.26,3.1,0.78,3.88,0.34
6037212202,14000US06037212202,Census Tract 2122.02,"Census Tract 2122.02, Los Angeles County, California",ca,140,0,ACSSF,4468,,,,,6,37,,,,212202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,25,109,130,85,95,119,117,79,28,74,146,100,51,38,19,0,2.06,8.97,10.7,7,7.82,9.79,9.63,6.5,2.3,6.09,12.02,8.23,4.2,3.13,1.56,0
6037212203,14000US06037212203,Census Tract 2122.03,"Census Tract 2122.03, Los Angeles County, California",ca,140,0,ACSSF,4469,,,,,6,37,,,,212203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473,203,308,115,127,100,90,74,58,56,78,92,91,52,9,12,8,13.78,20.91,7.81,8.62,6.79,6.11,5.02,3.94,3.8,5.3,6.25,6.18,3.53,0.61,0.81,0.54
6037212204,14000US06037212204,Census Tract 2122.04,"Census Tract 2122.04, Los Angeles County, California",ca,140,0,ACSSF,4470,,,,,6,37,,,,212204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,159,109,126,166,98,132,64,37,81,98,71,72,8,26,0,8,12.67,8.69,10.04,13.23,7.81,10.52,5.1,2.95,6.45,7.81,5.66,5.74,0.64,2.07,0,0.64
6037212303,14000US06037212303,Census Tract 2123.03,"Census Tract 2123.03, Los Angeles County, California",ca,140,0,ACSSF,4471,,,,,6,37,,,,212303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,122,156,71,162,134,121,69,65,78,115,144,166,55,26,14,22,8.03,10.26,4.67,10.66,8.82,7.96,4.54,4.28,5.13,7.57,9.47,10.92,3.62,1.71,0.92,1.45
6037212304,14000US06037212304,Census Tract 2123.04,"Census Tract 2123.04, Los Angeles County, California",ca,140,0,ACSSF,4472,,,,,6,37,,,,212304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,51,135,66,99,54,88,21,34,42,133,60,15,7,0,0,0,6.34,16.77,8.2,12.3,6.71,10.93,2.61,4.22,5.22,16.52,7.45,1.86,0.87,0,0,0
6037212305,14000US06037212305,Census Tract 2123.05,"Census Tract 2123.05, Los Angeles County, California",ca,140,0,ACSSF,4473,,,,,6,37,,,,212305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,64,111,98,91,44,96,64,65,34,108,137,71,26,11,5,21,6.12,10.61,9.37,8.7,4.21,9.18,6.12,6.21,3.25,10.33,13.1,6.79,2.49,1.05,0.48,2.01
6037212306,14000US06037212306,Census Tract 2123.06,"Census Tract 2123.06, Los Angeles County, California",ca,140,0,ACSSF,4474,,,,,6,37,,,,212306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,103,52,64,87,135,98,30,107,81,90,91,80,75,89,9,0,8.65,4.37,5.37,7.3,11.34,8.23,2.52,8.98,6.8,7.56,7.64,6.72,6.3,7.47,0.76,0
6037212410,14000US06037212410,Census Tract 2124.10,"Census Tract 2124.10, Los Angeles County, California",ca,140,0,ACSSF,4475,,,,,6,37,,,,212410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713,116,123,68,57,134,203,73,119,111,141,208,126,76,82,31,45,6.77,7.18,3.97,3.33,7.82,11.85,4.26,6.95,6.48,8.23,12.14,7.36,4.44,4.79,1.81,2.63
6037212420,14000US06037212420,Census Tract 2124.20,"Census Tract 2124.20, Los Angeles County, California",ca,140,0,ACSSF,4476,,,,,6,37,,,,212420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227,74,96,114,151,119,59,79,63,34,81,157,76,63,12,39,10,6.03,7.82,9.29,12.31,9.7,4.81,6.44,5.13,2.77,6.6,12.8,6.19,5.13,0.98,3.18,0.81
6037212501,14000US06037212501,Census Tract 2125.01,"Census Tract 2125.01, Los Angeles County, California",ca,140,0,ACSSF,4477,,,,,6,37,,,,212501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,73,64,46,97,71,50,111,44,35,119,77,90,6,29,0,43,7.64,6.7,4.82,10.16,7.43,5.24,11.62,4.61,3.66,12.46,8.06,9.42,0.63,3.04,0,4.5
6037212502,14000US06037212502,Census Tract 2125.02,"Census Tract 2125.02, Los Angeles County, California",ca,140,0,ACSSF,4478,,,,,6,37,,,,212502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,52,18,85,87,119,42,104,58,59,83,148,187,58,33,21,57,4.29,1.49,7.02,7.18,9.83,3.47,8.59,4.79,4.87,6.85,12.22,15.44,4.79,2.73,1.73,4.71
6037212610,14000US06037212610,Census Tract 2126.10,"Census Tract 2126.10, Los Angeles County, California",ca,140,0,ACSSF,4479,,,,,6,37,,,,212610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783,102,229,104,149,135,51,123,72,73,95,161,113,99,56,127,94,5.72,12.84,5.83,8.36,7.57,2.86,6.9,4.04,4.09,5.33,9.03,6.34,5.55,3.14,7.12,5.27
6037212620,14000US06037212620,Census Tract 2126.20,"Census Tract 2126.20, Los Angeles County, California",ca,140,0,ACSSF,4480,,,,,6,37,,,,212620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836,156,192,122,157,128,64,106,161,55,230,196,194,17,33,16,9,8.5,10.46,6.64,8.55,6.97,3.49,5.77,8.77,3,12.53,10.68,10.57,0.93,1.8,0.87,0.49
