Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
6037101110,14000US06037101110,Census Tract 1011.10,"Census Tract 1011.10, Los Angeles County, California",ca,140,0,ACSSF,3870,,,,,6,37,,,,101110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,110,97,70,76,123,96,54,78,88,64,126,277,91,93,109,44,6.89,6.08,4.39,4.76,7.71,6.02,3.38,4.89,5.51,4.01,7.89,17.36,5.7,5.83,6.83,2.76
6037101122,14000US06037101122,Census Tract 1011.22,"Census Tract 1011.22, Los Angeles County, California",ca,140,0,ACSSF,3871,,,,,6,37,,,,101122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256,52,18,0,15,39,38,7,40,23,62,186,232,114,105,133,192,4.14,1.43,0,1.19,3.11,3.03,0.56,3.18,1.83,4.94,14.81,18.47,9.08,8.36,10.59,15.29
6037101210,14000US06037101210,Census Tract 1012.10,"Census Tract 1012.10, Los Angeles County, California",ca,140,0,ACSSF,3872,,,,,6,37,,,,101210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321,285,140,335,69,223,145,61,95,220,128,147,225,96,67,14,71,12.28,6.03,14.43,2.97,9.61,6.25,2.63,4.09,9.48,5.51,6.33,9.69,4.14,2.89,0.6,3.06
6037101220,14000US06037101220,Census Tract 1012.20,"Census Tract 1012.20, Los Angeles County, California",ca,140,0,ACSSF,3873,,,,,6,37,,,,101220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294,65,104,160,56,22,133,60,118,123,53,75,88,110,45,43,39,5.02,8.04,12.36,4.33,1.7,10.28,4.64,9.12,9.51,4.1,5.8,6.8,8.5,3.48,3.32,3.01
6037101300,14000US06037101300,Census Tract 1013,"Census Tract 1013, Los Angeles County, California",ca,140,0,ACSSF,3874,,,,,6,37,,,,101300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,75,14,69,36,29,23,18,123,49,87,80,200,146,107,195,184,5.23,0.98,4.81,2.51,2.02,1.6,1.25,8.57,3.41,6.06,5.57,13.94,10.17,7.46,13.59,12.82
6037101400,14000US06037101400,Census Tract 1014,"Census Tract 1014, Los Angeles County, California",ca,140,0,ACSSF,3875,,,,,6,37,,,,101400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473,20,82,68,146,86,47,14,47,27,88,134,156,166,136,179,77,1.36,5.57,4.62,9.91,5.84,3.19,0.95,3.19,1.83,5.97,9.1,10.59,11.27,9.23,12.15,5.23
6037102103,14000US06037102103,Census Tract 1021.03,"Census Tract 1021.03, Los Angeles County, California",ca,140,0,ACSSF,3876,,,,,6,37,,,,102103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,20,22,30,8,20,35,37,16,18,51,83,118,107,48,47,36,2.87,3.16,4.31,1.15,2.87,5.03,5.32,2.3,2.59,7.33,11.93,16.95,15.37,6.9,6.75,5.17
6037102104,14000US06037102104,Census Tract 1021.04,"Census Tract 1021.04, Los Angeles County, California",ca,140,0,ACSSF,3877,,,,,6,37,,,,102104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,84,31,7,72,0,15,250,46,0,58,116,144,233,51,48,115,6.61,2.44,0.55,5.67,0,1.18,19.69,3.62,0,4.57,9.13,11.34,18.35,4.02,3.78,9.06
6037102105,14000US06037102105,Census Tract 1021.05,"Census Tract 1021.05, Los Angeles County, California",ca,140,0,ACSSF,3878,,,,,6,37,,,,102105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,10,20,19,46,36,30,34,0,43,80,31,113,40,18,10,33,1.78,3.55,3.37,8.17,6.39,5.33,6.04,0,7.64,14.21,5.51,20.07,7.1,3.2,1.78,5.86
6037102107,14000US06037102107,Census Tract 1021.07,"Census Tract 1021.07, Los Angeles County, California",ca,140,0,ACSSF,3879,,,,,6,37,,,,102107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305,22,7,29,98,49,7,15,54,15,113,109,78,148,170,275,116,1.69,0.54,2.22,7.51,3.75,0.54,1.15,4.14,1.15,8.66,8.35,5.98,11.34,13.03,21.07,8.89
6037103101,14000US06037103101,Census Tract 1031.01,"Census Tract 1031.01, Los Angeles County, California",ca,140,0,ACSSF,3880,,,,,6,37,,,,103101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,25,40,43,42,16,25,40,38,4,58,89,94,87,144,94,77,2.73,4.37,4.69,4.59,1.75,2.73,4.37,4.15,0.44,6.33,9.72,10.26,9.5,15.72,10.26,8.41
6037103102,14000US06037103102,Census Tract 1031.02,"Census Tract 1031.02, Los Angeles County, California",ca,140,0,ACSSF,3881,,,,,6,37,,,,103102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568,38,58,60,37,76,71,66,38,45,124,180,197,231,157,103,87,2.42,3.7,3.83,2.36,4.85,4.53,4.21,2.42,2.87,7.91,11.48,12.56,14.73,10.01,6.57,5.55
6037103200,14000US06037103200,Census Tract 1032,"Census Tract 1032, Los Angeles County, California",ca,140,0,ACSSF,3882,,,,,6,37,,,,103200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2274,27,125,115,164,172,120,11,119,23,93,210,196,384,231,115,169,1.19,5.5,5.06,7.21,7.56,5.28,0.48,5.23,1.01,4.09,9.23,8.62,16.89,10.16,5.06,7.43
6037103300,14000US06037103300,Census Tract 1033,"Census Tract 1033, Los Angeles County, California",ca,140,0,ACSSF,3883,,,,,6,37,,,,103300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,26,35,28,33,8,35,22,33,31,93,110,199,99,58,83,332,2.12,2.86,2.29,2.69,0.65,2.86,1.8,2.69,2.53,7.59,8.98,16.24,8.08,4.73,6.78,27.1
6037103400,14000US06037103400,Census Tract 1034,"Census Tract 1034, Los Angeles County, California",ca,140,0,ACSSF,3884,,,,,6,37,,,,103400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2432,92,107,82,122,163,104,62,74,58,82,135,302,314,261,268,206,3.78,4.4,3.37,5.02,6.7,4.28,2.55,3.04,2.38,3.37,5.55,12.42,12.91,10.73,11.02,8.47
6037104103,14000US06037104103,Census Tract 1041.03,"Census Tract 1041.03, Los Angeles County, California",ca,140,0,ACSSF,3885,,,,,6,37,,,,104103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,7,27,0,20,29,28,56,52,73,29,47,152,137,97,42,49,0.83,3.2,0,2.37,3.43,3.31,6.63,6.15,8.64,3.43,5.56,17.99,16.21,11.48,4.97,5.8
6037104105,14000US06037104105,Census Tract 1041.05,"Census Tract 1041.05, Los Angeles County, California",ca,140,0,ACSSF,3886,,,,,6,37,,,,104105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673,87,171,49,108,81,38,141,92,41,137,220,150,86,134,77,61,5.2,10.22,2.93,6.46,4.84,2.27,8.43,5.5,2.45,8.19,13.15,8.97,5.14,8.01,4.6,3.65
6037104108,14000US06037104108,Census Tract 1041.08,"Census Tract 1041.08, Los Angeles County, California",ca,140,0,ACSSF,3887,,,,,6,37,,,,104108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,86,79,35,52,142,46,82,117,66,132,121,164,117,92,72,18,6.05,5.56,2.46,3.66,9.99,3.24,5.77,8.23,4.64,9.29,8.52,11.54,8.23,6.47,5.07,1.27
6037104124,14000US06037104124,Census Tract 1041.24,"Census Tract 1041.24, Los Angeles County, California",ca,140,0,ACSSF,3888,,,,,6,37,,,,104124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,26,21,81,44,61,41,31,8,0,64,123,253,160,85,99,163,2.06,1.67,6.43,3.49,4.84,3.25,2.46,0.63,0,5.08,9.76,20.08,12.7,6.75,7.86,12.94
6037104201,14000US06037104201,Census Tract 1042.01,"Census Tract 1042.01, Los Angeles County, California",ca,140,0,ACSSF,3889,,,,,6,37,,,,104201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,59,54,40,42,25,71,46,68,37,107,74,138,79,22,47,10,6.42,5.88,4.35,4.57,2.72,7.73,5.01,7.4,4.03,11.64,8.05,15.02,8.6,2.39,5.11,1.09
6037104203,14000US06037104203,Census Tract 1042.03,"Census Tract 1042.03, Los Angeles County, California",ca,140,0,ACSSF,3890,,,,,6,37,,,,104203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145,53,100,43,123,63,12,126,48,48,142,66,93,61,43,101,23,4.63,8.73,3.76,10.74,5.5,1.05,11,4.19,4.19,12.4,5.76,8.12,5.33,3.76,8.82,2.01
6037104204,14000US06037104204,Census Tract 1042.04,"Census Tract 1042.04, Los Angeles County, California",ca,140,0,ACSSF,3891,,,,,6,37,,,,104204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,18,39,29,48,56,23,93,30,0,25,59,93,94,60,44,19,2.47,5.34,3.97,6.58,7.67,3.15,12.74,4.11,0,3.42,8.08,12.74,12.88,8.22,6.03,2.6
6037104310,14000US06037104310,Census Tract 1043.10,"Census Tract 1043.10, Los Angeles County, California",ca,140,0,ACSSF,3892,,,,,6,37,,,,104310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,14,11,54,22,44,26,55,61,27,51,112,101,128,62,66,45,1.59,1.25,6.14,2.5,5.01,2.96,6.26,6.94,3.07,5.8,12.74,11.49,14.56,7.05,7.51,5.12
6037104320,14000US06037104320,Census Tract 1043.20,"Census Tract 1043.20, Los Angeles County, California",ca,140,0,ACSSF,3893,,,,,6,37,,,,104320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326,78,132,97,42,101,51,46,25,44,211,145,89,148,0,76,41,5.88,9.95,7.32,3.17,7.62,3.85,3.47,1.89,3.32,15.91,10.94,6.71,11.16,0,5.73,3.09
6037104401,14000US06037104401,Census Tract 1044.01,"Census Tract 1044.01, Los Angeles County, California",ca,140,0,ACSSF,3894,,,,,6,37,,,,104401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,5,51,18,33,28,30,26,27,42,33,85,135,84,32,47,13,0.73,7.4,2.61,4.79,4.06,4.35,3.77,3.92,6.1,4.79,12.34,19.59,12.19,4.64,6.82,1.89
6037104403,14000US06037104403,Census Tract 1044.03,"Census Tract 1044.03, Los Angeles County, California",ca,140,0,ACSSF,3895,,,,,6,37,,,,104403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,4,53,45,57,18,25,6,7,48,115,48,96,93,16,28,6,0.6,7.97,6.77,8.57,2.71,3.76,0.9,1.05,7.22,17.29,7.22,14.44,13.98,2.41,4.21,0.9
6037104404,14000US06037104404,Census Tract 1044.04,"Census Tract 1044.04, Los Angeles County, California",ca,140,0,ACSSF,3896,,,,,6,37,,,,104404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,24,32,46,32,27,60,36,17,21,70,92,32,125,9,23,12,3.65,4.86,6.99,4.86,4.1,9.12,5.47,2.58,3.19,10.64,13.98,4.86,19,1.37,3.5,1.82
6037104500,14000US06037104500,Census Tract 1045,"Census Tract 1045, Los Angeles County, California",ca,140,0,ACSSF,3897,,,,,6,37,,,,104500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,17,32,61,35,38,37,14,4,44,22,72,117,59,55,0,3,2.79,5.25,10,5.74,6.23,6.07,2.3,0.66,7.21,3.61,11.8,19.18,9.67,9.02,0,0.49
6037104610,14000US06037104610,Census Tract 1046.10,"Census Tract 1046.10, Los Angeles County, California",ca,140,0,ACSSF,3898,,,,,6,37,,,,104610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,32,17,29,67,46,47,17,20,33,51,125,117,59,23,40,6,4.39,2.33,3.98,9.19,6.31,6.45,2.33,2.74,4.53,7,17.15,16.05,8.09,3.16,5.49,0.82
6037104620,14000US06037104620,Census Tract 1046.20,"Census Tract 1046.20, Los Angeles County, California",ca,140,0,ACSSF,3899,,,,,6,37,,,,104620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,37,5,30,26,19,39,41,52,28,64,96,106,64,36,19,49,5.2,0.7,4.22,3.66,2.67,5.49,5.77,7.31,3.94,9,13.5,14.91,9,5.06,2.67,6.89
6037104701,14000US06037104701,Census Tract 1047.01,"Census Tract 1047.01, Los Angeles County, California",ca,140,0,ACSSF,3900,,,,,6,37,,,,104701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,121,98,47,105,75,66,74,74,32,45,82,82,25,9,0,14,12.75,10.33,4.95,11.06,7.9,6.95,7.8,7.8,3.37,4.74,8.64,8.64,2.63,0.95,0,1.48
6037104703,14000US06037104703,Census Tract 1047.03,"Census Tract 1047.03, Los Angeles County, California",ca,140,0,ACSSF,3901,,,,,6,37,,,,104703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,44,51,23,67,47,31,48,27,17,68,43,38,39,35,20,5,7.3,8.46,3.81,11.11,7.79,5.14,7.96,4.48,2.82,11.28,7.13,6.3,6.47,5.8,3.32,0.83
6037104704,14000US06037104704,Census Tract 1047.04,"Census Tract 1047.04, Los Angeles County, California",ca,140,0,ACSSF,3902,,,,,6,37,,,,104704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183,20,37,104,70,135,30,26,116,87,67,72,220,88,30,43,38,1.69,3.13,8.79,5.92,11.41,2.54,2.2,9.81,7.35,5.66,6.09,18.6,7.44,2.54,3.63,3.21
6037104810,14000US06037104810,Census Tract 1048.10,"Census Tract 1048.10, Los Angeles County, California",ca,140,0,ACSSF,3903,,,,,6,37,,,,104810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,0,60,0,11,26,54,64,64,28,59,198,216,82,33,148,33,0,5.58,0,1.02,2.42,5.02,5.95,5.95,2.6,5.48,18.4,20.07,7.62,3.07,13.75,3.07
6037104821,14000US06037104821,Census Tract 1048.21,"Census Tract 1048.21, Los Angeles County, California",ca,140,0,ACSSF,3904,,,,,6,37,,,,104821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,64,21,16,27,17,5,45,65,34,67,77,129,64,6,90,23,8.53,2.8,2.13,3.6,2.27,0.67,6,8.67,4.53,8.93,10.27,17.2,8.53,0.8,12,3.07
6037104822,14000US06037104822,Census Tract 1048.22,"Census Tract 1048.22, Los Angeles County, California",ca,140,0,ACSSF,3905,,,,,6,37,,,,104822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,25,94,28,32,28,42,11,13,5,58,75,91,10,63,24,11,4.1,15.41,4.59,5.25,4.59,6.89,1.8,2.13,0.82,9.51,12.3,14.92,1.64,10.33,3.93,1.8
6037106010,14000US06037106010,Census Tract 1060.10,"Census Tract 1060.10, Los Angeles County, California",ca,140,0,ACSSF,3906,,,,,6,37,,,,106010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,21,25,40,35,57,6,74,36,20,97,84,156,67,60,116,51,2.22,2.65,4.23,3.7,6.03,0.63,7.83,3.81,2.12,10.26,8.89,16.51,7.09,6.35,12.28,5.4
6037106020,14000US06037106020,Census Tract 1060.20,"Census Tract 1060.20, Los Angeles County, California",ca,140,0,ACSSF,3907,,,,,6,37,,,,106020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,50,0,58,32,56,17,108,10,86,143,177,223,184,66,222,43,3.39,0,3.93,2.17,3.8,1.15,7.32,0.68,5.83,9.69,12,15.12,12.47,4.47,15.05,2.92
6037106111,14000US06037106111,Census Tract 1061.11,"Census Tract 1061.11, Los Angeles County, California",ca,140,0,ACSSF,3908,,,,,6,37,,,,106111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326,12,73,17,34,31,37,124,19,0,80,139,181,221,105,107,146,0.9,5.51,1.28,2.56,2.34,2.79,9.35,1.43,0,6.03,10.48,13.65,16.67,7.92,8.07,11.01
6037106112,14000US06037106112,Census Tract 1061.12,"Census Tract 1061.12, Los Angeles County, California",ca,140,0,ACSSF,3909,,,,,6,37,,,,106112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472,16,7,87,16,48,37,20,49,59,65,143,224,148,252,196,105,1.09,0.48,5.91,1.09,3.26,2.51,1.36,3.33,4.01,4.42,9.71,15.22,10.05,17.12,13.32,7.13
6037106113,14000US06037106113,Census Tract 1061.13,"Census Tract 1061.13, Los Angeles County, California",ca,140,0,ACSSF,3910,,,,,6,37,,,,106113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,17,5,11,28,18,29,48,18,24,121,99,135,89,67,185,78,1.75,0.51,1.13,2.88,1.85,2.98,4.94,1.85,2.47,12.45,10.19,13.89,9.16,6.89,19.03,8.02
6037106114,14000US06037106114,Census Tract 1061.14,"Census Tract 1061.14, Los Angeles County, California",ca,140,0,ACSSF,3911,,,,,6,37,,,,106114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592,34,64,41,107,47,148,38,158,100,102,237,212,180,48,33,43,2.14,4.02,2.58,6.72,2.95,9.3,2.39,9.92,6.28,6.41,14.89,13.32,11.31,3.02,2.07,2.7
6037106403,14000US06037106403,Census Tract 1064.03,"Census Tract 1064.03, Los Angeles County, California",ca,140,0,ACSSF,3912,,,,,6,37,,,,106403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,26,5,42,18,25,7,35,47,65,95,160,139,61,3,78,3,3.21,0.62,5.19,2.22,3.09,0.87,4.33,5.81,8.03,11.74,19.78,17.18,7.54,0.37,9.64,0.37
6037106405,14000US06037106405,Census Tract 1064.05,"Census Tract 1064.05, Los Angeles County, California",ca,140,0,ACSSF,3913,,,,,6,37,,,,106405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,101,31,57,104,155,31,9,28,34,109,168,156,124,21,37,60,8.24,2.53,4.65,8.49,12.65,2.53,0.73,2.29,2.78,8.9,13.71,12.73,10.12,1.71,3.02,4.9
6037106406,14000US06037106406,Census Tract 1064.06,"Census Tract 1064.06, Los Angeles County, California",ca,140,0,ACSSF,3914,,,,,6,37,,,,106406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645,41,76,18,31,56,72,34,115,41,107,205,324,241,60,131,93,2.49,4.62,1.09,1.88,3.4,4.38,2.07,6.99,2.49,6.5,12.46,19.7,14.65,3.65,7.96,5.65
6037106407,14000US06037106407,Census Tract 1064.07,"Census Tract 1064.07, Los Angeles County, California",ca,140,0,ACSSF,3915,,,,,6,37,,,,106407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,60,110,79,96,56,19,26,35,19,114,64,63,33,57,55,5,6.73,12.35,8.87,10.77,6.29,2.13,2.92,3.93,2.13,12.79,7.18,7.07,3.7,6.4,6.17,0.56
6037106408,14000US06037106408,Census Tract 1064.08,"Census Tract 1064.08, Los Angeles County, California",ca,140,0,ACSSF,3916,,,,,6,37,,,,106408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961,48,51,37,46,60,37,68,49,98,65,122,144,75,19,31,11,4.99,5.31,3.85,4.79,6.24,3.85,7.08,5.1,10.2,6.76,12.7,14.98,7.8,1.98,3.23,1.14
6037106510,14000US06037106510,Census Tract 1065.10,"Census Tract 1065.10, Los Angeles County, California",ca,140,0,ACSSF,3917,,,,,6,37,,,,106510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,46,69,0,23,44,98,49,39,73,103,192,79,279,237,213,56,2.88,4.31,0,1.44,2.75,6.12,3.06,2.44,4.56,6.44,12,4.94,17.44,14.81,13.31,3.5
6037106520,14000US06037106520,Census Tract 1065.20,"Census Tract 1065.20, Los Angeles County, California",ca,140,0,ACSSF,3918,,,,,6,37,,,,106520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,56,59,86,87,70,23,93,45,30,75,183,175,231,59,88,80,3.89,4.1,5.97,6.04,4.86,1.6,6.46,3.12,2.08,5.21,12.71,12.15,16.04,4.1,6.11,5.56
6037106603,14000US06037106603,Census Tract 1066.03,"Census Tract 1066.03, Los Angeles County, California",ca,140,0,ACSSF,3919,,,,,6,37,,,,106603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,10,10,7,5,20,19,37,25,38,23,84,121,145,50,163,212,1.03,1.03,0.72,0.52,2.06,1.96,3.82,2.58,3.92,2.37,8.67,12.49,14.96,5.16,16.82,21.88
6037106604,14000US06037106604,Census Tract 1066.04,"Census Tract 1066.04, Los Angeles County, California",ca,140,0,ACSSF,3920,,,,,6,37,,,,106604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163,65,34,102,43,48,66,72,81,0,106,106,125,133,34,90,58,5.59,2.92,8.77,3.7,4.13,5.67,6.19,6.96,0,9.11,9.11,10.75,11.44,2.92,7.74,4.99
6037106641,14000US06037106641,Census Tract 1066.41,"Census Tract 1066.41, Los Angeles County, California",ca,140,0,ACSSF,3921,,,,,6,37,,,,106641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,18,9,7,6,21,17,29,0,13,41,88,99,124,35,75,210,2.27,1.14,0.88,0.76,2.65,2.15,3.66,0,1.64,5.18,11.11,12.5,15.66,4.42,9.47,26.52
6037106642,14000US06037106642,Census Tract 1066.42,"Census Tract 1066.42, Los Angeles County, California",ca,140,0,ACSSF,3922,,,,,6,37,,,,106642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,41,12,10,28,0,66,27,5,0,48,42,185,123,97,153,188,4,1.17,0.98,2.73,0,6.44,2.63,0.49,0,4.68,4.1,18.05,12,9.46,14.93,18.34
6037106643,14000US06037106643,Census Tract 1066.43,"Census Tract 1066.43, Los Angeles County, California",ca,140,0,ACSSF,3923,,,,,6,37,,,,106643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336,0,20,6,0,11,17,23,6,44,68,46,164,85,169,257,420,0,1.5,0.45,0,0.82,1.27,1.72,0.45,3.29,5.09,3.44,12.28,6.36,12.65,19.24,31.44
6037106645,14000US06037106645,Census Tract 1066.45,"Census Tract 1066.45, Los Angeles County, California",ca,140,0,ACSSF,3924,,,,,6,37,,,,106645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,69,28,8,43,8,45,14,0,16,65,55,174,96,179,111,231,6.04,2.45,0.7,3.77,0.7,3.94,1.23,0,1.4,5.69,4.82,15.24,8.41,15.67,9.72,20.23
6037106646,14000US06037106646,Census Tract 1066.46,"Census Tract 1066.46, Los Angeles County, California",ca,140,0,ACSSF,3925,,,,,6,37,,,,106646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,29,0,45,18,20,21,0,15,34,28,95,153,144,91,154,122,2.99,0,4.64,1.86,2.06,2.17,0,1.55,3.51,2.89,9.8,15.79,14.86,9.39,15.89,12.59
6037106648,14000US06037106648,Census Tract 1066.48,"Census Tract 1066.48, Los Angeles County, California",ca,140,0,ACSSF,3926,,,,,6,37,,,,106648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,41,54,38,41,67,50,17,18,62,103,89,211,60,68,89,24,3.97,5.23,3.68,3.97,6.49,4.84,1.65,1.74,6.01,9.98,8.62,20.45,5.81,6.59,8.62,2.33
6037106649,14000US06037106649,Census Tract 1066.49,"Census Tract 1066.49, Los Angeles County, California",ca,140,0,ACSSF,3927,,,,,6,37,,,,106649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,7,28,26,17,18,20,18,38,45,32,80,104,74,62,75,58,1,3.99,3.7,2.42,2.56,2.85,2.56,5.41,6.41,4.56,11.4,14.81,10.54,8.83,10.68,8.26
6037107010,14000US06037107010,Census Tract 1070.10,"Census Tract 1070.10, Los Angeles County, California",ca,140,0,ACSSF,3928,,,,,6,37,,,,107010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,22,36,10,26,48,25,37,74,60,40,69,151,82,26,25,8,2.98,4.87,1.35,3.52,6.5,3.38,5.01,10.01,8.12,5.41,9.34,20.43,11.1,3.52,3.38,1.08
6037107020,14000US06037107020,Census Tract 1070.20,"Census Tract 1070.20, Los Angeles County, California",ca,140,0,ACSSF,3929,,,,,6,37,,,,107020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,37,17,24,11,21,39,38,38,65,80,141,281,184,117,98,59,2.96,1.36,1.92,0.88,1.68,3.12,3.04,3.04,5.2,6.4,11.28,22.48,14.72,9.36,7.84,4.72
6037108101,14000US06037108101,Census Tract 1081.01,"Census Tract 1081.01, Los Angeles County, California",ca,140,0,ACSSF,3930,,,,,6,37,,,,108101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,47,10,0,20,0,14,4,5,9,21,16,73,95,101,94,256,6.14,1.31,0,2.61,0,1.83,0.52,0.65,1.18,2.75,2.09,9.54,12.42,13.2,12.29,33.46
6037108102,14000US06037108102,Census Tract 1081.02,"Census Tract 1081.02, Los Angeles County, California",ca,140,0,ACSSF,3931,,,,,6,37,,,,108102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,54,47,25,22,23,30,48,11,56,43,113,205,124,108,150,158,4.44,3.86,2.05,1.81,1.89,2.47,3.94,0.9,4.6,3.53,9.29,16.84,10.19,8.87,12.33,12.98
