Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008
6037195100,14000US06037195100,Census Tract 1951,"Census Tract 1951, Los Angeles County, California",ca,140,0,ACSSF,4332,,,,,6,37,,,,195100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3895,220,352,734,1408,846,254,81,5.65,9.04,18.84,36.15,21.72,6.52,2.08
6037195201,14000US06037195201,Census Tract 1952.01,"Census Tract 1952.01, Los Angeles County, California",ca,140,0,ACSSF,4333,,,,,6,37,,,,195201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630,90,352,621,1004,414,86,63,3.42,13.38,23.61,38.17,15.74,3.27,2.4
6037195202,14000US06037195202,Census Tract 1952.02,"Census Tract 1952.02, Los Angeles County, California",ca,140,0,ACSSF,4334,,,,,6,37,,,,195202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647,111,197,441,1207,453,147,91,4.19,7.44,16.66,45.6,17.11,5.55,3.44
6037195300,14000US06037195300,Census Tract 1953,"Census Tract 1953, Los Angeles County, California",ca,140,0,ACSSF,4335,,,,,6,37,,,,195300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596,284,622,414,881,235,67,93,10.94,23.96,15.95,33.94,9.05,2.58,3.58
6037195400,14000US06037195400,Census Tract 1954,"Census Tract 1954, Los Angeles County, California",ca,140,0,ACSSF,4336,,,,,6,37,,,,195400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3874,136,598,805,1476,512,233,114,3.51,15.44,20.78,38.1,13.22,6.01,2.94
6037195500,14000US06037195500,Census Tract 1955,"Census Tract 1955, Los Angeles County, California",ca,140,0,ACSSF,4337,,,,,6,37,,,,195500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530,320,496,1111,1534,646,366,57,7.06,10.95,24.53,33.86,14.26,8.08,1.26
6037195600,14000US06037195600,Census Tract 1956,"Census Tract 1956, Los Angeles County, California",ca,140,0,ACSSF,4338,,,,,6,37,,,,195600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571,534,344,499,815,263,92,24,20.77,13.38,19.41,31.7,10.23,3.58,0.93
6037195710,14000US06037195710,Census Tract 1957.10,"Census Tract 1957.10, Los Angeles County, California",ca,140,0,ACSSF,4339,,,,,6,37,,,,195710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3144,976,592,757,593,179,38,9,31.04,18.83,24.08,18.86,5.69,1.21,0.29
6037195720,14000US06037195720,Census Tract 1957.20,"Census Tract 1957.20, Los Angeles County, California",ca,140,0,ACSSF,4340,,,,,6,37,,,,195720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631,593,213,321,307,147,14,36,36.36,13.06,19.68,18.82,9.01,0.86,2.21
6037195802,14000US06037195802,Census Tract 1958.02,"Census Tract 1958.02, Los Angeles County, California",ca,140,0,ACSSF,4341,,,,,6,37,,,,195802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057,440,446,614,409,93,42,13,21.39,21.68,29.85,19.88,4.52,2.04,0.63
6037195803,14000US06037195803,Census Tract 1958.03,"Census Tract 1958.03, Los Angeles County, California",ca,140,0,ACSSF,4342,,,,,6,37,,,,195803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210,308,300,502,796,181,86,37,13.94,13.57,22.71,36.02,8.19,3.89,1.67
6037195804,14000US06037195804,Census Tract 1958.04,"Census Tract 1958.04, Los Angeles County, California",ca,140,0,ACSSF,4343,,,,,6,37,,,,195804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061,280,391,298,783,150,116,43,13.59,18.97,14.46,37.99,7.28,5.63,2.09
6037195901,14000US06037195901,Census Tract 1959.01,"Census Tract 1959.01, Los Angeles County, California",ca,140,0,ACSSF,4344,,,,,6,37,,,,195901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816,243,296,433,656,115,37,36,13.38,16.3,23.84,36.12,6.33,2.04,1.98
6037195902,14000US06037195902,Census Tract 1959.02,"Census Tract 1959.02, Los Angeles County, California",ca,140,0,ACSSF,4345,,,,,6,37,,,,195902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442,56,179,243,672,236,42,14,3.88,12.41,16.85,46.6,16.37,2.91,0.97
6037195903,14000US06037195903,Census Tract 1959.03,"Census Tract 1959.03, Los Angeles County, California",ca,140,0,ACSSF,4346,,,,,6,37,,,,195903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715,316,144,450,556,189,52,8,18.43,8.4,26.24,32.42,11.02,3.03,0.47
6037197200,14000US06037197200,Census Tract 1972,"Census Tract 1972, Los Angeles County, California",ca,140,0,ACSSF,4347,,,,,6,37,,,,197200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818,785,769,700,322,159,60,23,27.86,27.29,24.84,11.43,5.64,2.13,0.82
6037197300,14000US06037197300,Census Tract 1973,"Census Tract 1973, Los Angeles County, California",ca,140,0,ACSSF,4348,,,,,6,37,,,,197300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3415,412,622,808,1059,379,89,46,12.06,18.21,23.66,31.01,11.1,2.61,1.35
6037197410,14000US06037197410,Census Tract 1974.10,"Census Tract 1974.10, Los Angeles County, California",ca,140,0,ACSSF,4349,,,,,6,37,,,,197410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548,384,524,822,1299,330,116,73,10.82,14.77,23.17,36.61,9.3,3.27,2.06
6037197420,14000US06037197420,Census Tract 1974.20,"Census Tract 1974.20, Los Angeles County, California",ca,140,0,ACSSF,4350,,,,,6,37,,,,197420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2733,596,413,643,771,254,23,33,21.81,15.11,23.53,28.21,9.29,0.84,1.21
6037197500,14000US06037197500,Census Tract 1975,"Census Tract 1975, Los Angeles County, California",ca,140,0,ACSSF,4351,,,,,6,37,,,,197500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2877,784,277,532,987,261,36,0,27.25,9.63,18.49,34.31,9.07,1.25,0
6037197600,14000US06037197600,Census Tract 1976,"Census Tract 1976, Los Angeles County, California",ca,140,0,ACSSF,4352,,,,,6,37,,,,197600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746,362,178,342,592,196,67,9,20.73,10.19,19.59,33.91,11.23,3.84,0.52
6037197700,14000US06037197700,Census Tract 1977,"Census Tract 1977, Los Angeles County, California",ca,140,0,ACSSF,4353,,,,,6,37,,,,197700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3743,1196,623,493,1022,322,77,10,31.95,16.64,13.17,27.3,8.6,2.06,0.27
6037199000,14000US06037199000,Census Tract 1990,"Census Tract 1990, Los Angeles County, California",ca,140,0,ACSSF,4354,,,,,6,37,,,,199000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3712,1605,708,588,580,186,36,9,43.24,19.07,15.84,15.62,5.01,0.97,0.24
6037199110,14000US06037199110,Census Tract 1991.10,"Census Tract 1991.10, Los Angeles County, California",ca,140,0,ACSSF,4355,,,,,6,37,,,,199110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879,703,446,475,172,42,31,10,37.41,23.74,25.28,9.15,2.24,1.65,0.53
6037199120,14000US06037199120,Census Tract 1991.20,"Census Tract 1991.20, Los Angeles County, California",ca,140,0,ACSSF,4356,,,,,6,37,,,,199120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2770,1118,767,545,187,79,53,21,40.36,27.69,19.68,6.75,2.85,1.91,0.76
6037199201,14000US06037199201,Census Tract 1992.01,"Census Tract 1992.01, Los Angeles County, California",ca,140,0,ACSSF,4357,,,,,6,37,,,,199201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286,902,429,600,310,35,10,0,39.46,18.77,26.25,13.56,1.53,0.44,0
6037199202,14000US06037199202,Census Tract 1992.02,"Census Tract 1992.02, Los Angeles County, California",ca,140,0,ACSSF,4358,,,,,6,37,,,,199202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927,749,359,379,303,115,14,8,38.87,18.63,19.67,15.72,5.97,0.73,0.42
6037199300,14000US06037199300,Census Tract 1993,"Census Tract 1993, Los Angeles County, California",ca,140,0,ACSSF,4359,,,,,6,37,,,,199300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2827,771,361,475,811,297,41,71,27.27,12.77,16.8,28.69,10.51,1.45,2.51
6037199400,14000US06037199400,Census Tract 1994,"Census Tract 1994, Los Angeles County, California",ca,140,0,ACSSF,4360,,,,,6,37,,,,199400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2877,1240,552,469,380,190,38,8,43.1,19.19,16.3,13.21,6.6,1.32,0.28
6037199700,14000US06037199700,Census Tract 1997,"Census Tract 1997, Los Angeles County, California",ca,140,0,ACSSF,4361,,,,,6,37,,,,199700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153,756,425,444,414,73,21,20,35.11,19.74,20.62,19.23,3.39,0.98,0.93
6037199800,14000US06037199800,Census Tract 1998,"Census Tract 1998, Los Angeles County, California",ca,140,0,ACSSF,4362,,,,,6,37,,,,199800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595,1788,731,737,229,110,0,0,49.74,20.33,20.5,6.37,3.06,0,0
6037199900,14000US06037199900,Census Tract 1999,"Census Tract 1999, Los Angeles County, California",ca,140,0,ACSSF,4363,,,,,6,37,,,,199900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,924,489,265,135,37,18,0,49.46,26.18,14.19,7.23,1.98,0.96,0
6037201110,14000US06037201110,Census Tract 2011.10,"Census Tract 2011.10, Los Angeles County, California",ca,140,0,ACSSF,4364,,,,,6,37,,,,201110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521,480,396,285,226,94,21,19,31.56,26.04,18.74,14.86,6.18,1.38,1.25
6037201120,14000US06037201120,Census Tract 2011.20,"Census Tract 2011.20, Los Angeles County, California",ca,140,0,ACSSF,4365,,,,,6,37,,,,201120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2479,712,429,682,442,183,7,24,28.72,17.31,27.51,17.83,7.38,0.28,0.97
6037201200,14000US06037201200,Census Tract 2012,"Census Tract 2012, Los Angeles County, California",ca,140,0,ACSSF,4366,,,,,6,37,,,,201200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874,739,387,500,198,38,12,0,39.43,20.65,26.68,10.57,2.03,0.64,0
6037201301,14000US06037201301,Census Tract 2013.01,"Census Tract 2013.01, Los Angeles County, California",ca,140,0,ACSSF,4367,,,,,6,37,,,,201301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2558,1023,564,630,264,61,16,0,39.99,22.05,24.63,10.32,2.38,0.63,0
6037201302,14000US06037201302,Census Tract 2013.02,"Census Tract 2013.02, Los Angeles County, California",ca,140,0,ACSSF,4368,,,,,6,37,,,,201302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567,381,440,760,1196,484,185,121,10.68,12.34,21.31,33.53,13.57,5.19,3.39
6037201401,14000US06037201401,Census Tract 2014.01,"Census Tract 2014.01, Los Angeles County, California",ca,140,0,ACSSF,4369,,,,,6,37,,,,201401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3116,1139,501,793,566,81,26,10,36.55,16.08,25.45,18.16,2.6,0.83,0.32
6037201402,14000US06037201402,Census Tract 2014.02,"Census Tract 2014.02, Los Angeles County, California",ca,140,0,ACSSF,4370,,,,,6,37,,,,201402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3573,1249,860,878,459,96,31,0,34.96,24.07,24.57,12.85,2.69,0.87,0
6037201501,14000US06037201501,Census Tract 2015.01,"Census Tract 2015.01, Los Angeles County, California",ca,140,0,ACSSF,4371,,,,,6,37,,,,201501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585,1216,825,815,512,145,55,17,33.92,23.01,22.73,14.28,4.04,1.53,0.47
6037201503,14000US06037201503,Census Tract 2015.03,"Census Tract 2015.03, Los Angeles County, California",ca,140,0,ACSSF,4372,,,,,6,37,,,,201503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178,808,625,457,210,73,0,5,37.1,28.7,20.98,9.64,3.35,0,0.23
6037201504,14000US06037201504,Census Tract 2015.04,"Census Tract 2015.04, Los Angeles County, California",ca,140,0,ACSSF,4373,,,,,6,37,,,,201504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441,558,273,345,195,66,0,4,38.72,18.95,23.94,13.53,4.58,0,0.28
6037201601,14000US06037201601,Census Tract 2016.01,"Census Tract 2016.01, Los Angeles County, California",ca,140,0,ACSSF,4374,,,,,6,37,,,,201601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,402,430,442,152,66,0,7,26.82,28.69,29.49,10.14,4.4,0,0.47
6037201602,14000US06037201602,Census Tract 2016.02,"Census Tract 2016.02, Los Angeles County, California",ca,140,0,ACSSF,4375,,,,,6,37,,,,201602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,670,501,525,189,107,0,0,33.63,25.15,26.36,9.49,5.37,0,0
6037201700,14000US06037201700,Census Tract 2017,"Census Tract 2017, Los Angeles County, California",ca,140,0,ACSSF,4376,,,,,6,37,,,,201700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,881,622,604,709,86,30,18,29.86,21.08,20.47,24.03,2.92,1.02,0.61
6037203100,14000US06037203100,Census Tract 2031,"Census Tract 2031, Los Angeles County, California",ca,140,0,ACSSF,4377,,,,,6,37,,,,203100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2536,1500,581,386,39,30,0,0,59.15,22.91,15.22,1.54,1.18,0,0
6037203200,14000US06037203200,Census Tract 2032,"Census Tract 2032, Los Angeles County, California",ca,140,0,ACSSF,4378,,,,,6,37,,,,203200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3345,1435,726,670,373,113,28,0,42.9,21.7,20.03,11.15,3.38,0.84,0
6037203300,14000US06037203300,Census Tract 2033,"Census Tract 2033, Los Angeles County, California",ca,140,0,ACSSF,4379,,,,,6,37,,,,203300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,403,87,136,89,53,0,16,51.4,11.1,17.35,11.35,6.76,0,2.04
6037203500,14000US06037203500,Census Tract 2035,"Census Tract 2035, Los Angeles County, California",ca,140,0,ACSSF,4380,,,,,6,37,,,,203500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,664,367,443,431,51,5,6,33.76,18.66,22.52,21.91,2.59,0.25,0.31
6037203600,14000US06037203600,Census Tract 2036,"Census Tract 2036, Los Angeles County, California",ca,140,0,ACSSF,4381,,,,,6,37,,,,203600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3266,1787,516,610,271,19,41,22,54.72,15.8,18.68,8.3,0.58,1.26,0.67
6037203710,14000US06037203710,Census Tract 2037.10,"Census Tract 2037.10, Los Angeles County, California",ca,140,0,ACSSF,4382,,,,,6,37,,,,203710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828,1030,460,201,109,28,0,0,56.35,25.16,11,5.96,1.53,0,0
6037203720,14000US06037203720,Census Tract 2037.20,"Census Tract 2037.20, Los Angeles County, California",ca,140,0,ACSSF,4383,,,,,6,37,,,,203720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2641,1530,397,410,244,40,20,0,57.93,15.03,15.52,9.24,1.51,0.76,0
6037203800,14000US06037203800,Census Tract 2038,"Census Tract 2038, Los Angeles County, California",ca,140,0,ACSSF,4384,,,,,6,37,,,,203800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2816,1291,744,444,320,9,8,0,45.85,26.42,15.77,11.36,0.32,0.28,0
6037203900,14000US06037203900,Census Tract 2039,"Census Tract 2039, Los Angeles County, California",ca,140,0,ACSSF,4385,,,,,6,37,,,,203900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120,947,595,392,155,25,0,6,44.67,28.07,18.49,7.31,1.18,0,0.28
6037204110,14000US06037204110,Census Tract 2041.10,"Census Tract 2041.10, Los Angeles County, California",ca,140,0,ACSSF,4386,,,,,6,37,,,,204110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062,857,510,458,216,5,10,6,41.56,24.73,22.21,10.48,0.24,0.48,0.29
6037204120,14000US06037204120,Census Tract 2041.20,"Census Tract 2041.20, Los Angeles County, California",ca,140,0,ACSSF,4387,,,,,6,37,,,,204120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873,880,427,403,124,25,14,0,46.98,22.8,21.52,6.62,1.33,0.75,0
6037204200,14000US06037204200,Census Tract 2042,"Census Tract 2042, Los Angeles County, California",ca,140,0,ACSSF,4388,,,,,6,37,,,,204200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065,1185,389,334,73,61,0,23,57.38,18.84,16.17,3.54,2.95,0,1.11
6037204300,14000US06037204300,Census Tract 2043,"Census Tract 2043, Los Angeles County, California",ca,140,0,ACSSF,4389,,,,,6,37,,,,204300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2893,1773,485,395,150,82,8,0,61.29,16.76,13.65,5.18,2.83,0.28,0
6037204410,14000US06037204410,Census Tract 2044.10,"Census Tract 2044.10, Los Angeles County, California",ca,140,0,ACSSF,4390,,,,,6,37,,,,204410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,731,279,232,98,33,6,0,53.01,20.23,16.82,7.11,2.39,0.44,0
